placekey,safegraph_place_id,brands,location_name,street_address,city,region,postal_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts
222-222@628-bt9-hyv,sg:079bcfb0a4034a27ba8d38841c076a2b,The Home Depot,The Home Depot,3926 Nazareth Pike,Bethlehem,PA,18020,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1597.0,1084.0
zzw-224@5pw-c3y-pn5,sg:2a20123348824b678f44e5dba319f42e,The Home Depot,The Home Depot,311 Sagamore Pkwy N,Lafayette,IN,47904,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3.0,3.0
222-222@63r-bvd-f9f,sg:aaf376a5a9ab4583a281fa70a4e1dcbd,Lowe's,Lowe's,10280 Mill Run Cir,Owings Mills,MD,21117,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1056.0,669.0
222-222@8f3-fwq-649,sg:f3d8002739284a2a91e0014adb766840,The Home Depot,The Home Depot,755 Schillinger Rd S,Mobile,AL,36695,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,10.0,10.0
222-222@64h-vv2-q4v,sg:9867ac0bbe7f44f4b48404c92e345a6c,The Home Depot,The Home Depot,2421 Old Taylor Rd,Chesapeake,VA,23321,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2564.0,1551.0
222-222@63j-x9z-wx5,sg:9a5685c8e4d443448a77e8e43d4d2c7e,Lowe's,Lowe's,2345 Silver Dr,Columbus,OH,43211,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2321.0,1247.0
zzw-222@5yv-cbr-mkz,sg:edb12139cfe2486c8d9ec005e453e199,The Home Depot,The Home Depot,1401 S Lamb Blvd,Las Vegas,NV,89104,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2987.0,1668.0
222-222@628-x48-zs5,sg:0a45e80f38ee4c46a77b8f764ac441c1,The Home Depot,The Home Depot,111 Universal Dr N,North Haven,CT,06473,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1281.0,880.0
222-222@5xc-q5r-jqf,sg:148544c707804c708c301536ffac10f5,The Home Depot,The Home Depot,20260 SW Pacific Hwy,Sherwood,OR,97140,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2870.0,1608.0
222-222@5ps-jj8-kxq,sg:799e806164f8421b96a8fe46d1e7356f,Lowe's,Lowe's,2301 T P White Dr,Jacksonville,AR,72076,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3381.0,1971.0
zzy-222@8tm-qvm-cyv,sg:f976578bebfd4377813bc44385146fb4,The Home Depot,The Home Depot,7700 Us 550 NE,Rio Rancho,NM,87124,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1682.0,1017.0
222-222@8f2-sr3-jqf,sg:398ef9e59bb54c1892486dec99756a78,Lowe's,Lowe's,1220 Lakewood Dr,Mount Pleasant,TX,75455,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2598.0,1495.0
222-222@628-rj4-wrk,sg:61d96a60aaef4316ab6f301e9e440780,The Home Depot,The Home Depot,1722 Route 88,Brick,NJ,08724,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2977.0,1811.0
222-222@62k-2xf-7bk,sg:85f4dfc580e8470f92f2d248837c6ec6,Lowe's,Lowe's,108 Old Church St,North Pembroke,MA,02359,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1419.0,886.0
222-222@628-myc-68v,sg:13a6db2fddf64a4d889cfce16613d6fe,Lowe's,Lowe's,1053 Route 70,Leisure Knoll,NJ,08759,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1873.0,1113.0
222-222@5z4-rqz-rrk,sg:bfb88a1910434b169e5733a7015eb192,The Home Depot,The Home Depot,14549 Ramona Ave,Chino,CA,91710,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2781.0,1574.0
222-222@8g7-p6h-835,sg:c5f302af4c5b4dfe9c88d4ac20b22f09,The Home Depot,The Home Depot,1740 Epps Bridge Pkwy,Athens,GA,30606,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3203.0,2046.0
222-222@8dx-7p6-7nq,sg:f7468238732b45d9bf7f662efdc342a0,The Home Depot,The Home Depot,18139 Highland Rd,Baton Rouge,LA,70810,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2419.0,1489.0
zzw-222@8gb-75m-yy9,sg:16ab2e7777394543a526554763e7ff70,Lowe's,Lowe's,301 Market Place Blvd,Cartersville,GA,30121,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3149.0,1850.0
222-223@65y-mh2-wrk,sg:06eedd51bfb044a9aa4aab90c6cc0be6,Lowe's,Lowe's,710 Horatio St,Utica,NY,13502,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,718.0,469.0
222-222@8dj-jz9-3wk,sg:4c26132920354d719393cb464c421b4b,The Home Depot,The Home Depot,6730 Memorial Hwy,Tampa,FL,33615,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2787.0,1645.0
zzw-222@8fx-zg2-yd9,sg:711e1599e2bb4b6d974854d73ff57e06,The Home Depot,The Home Depot,5100 N Wickham Rd,Melbourne,FL,32940,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3348.0,1948.0
222-222@8gq-bz4-yvz,sg:9c14ac03b050414bb06065b38fbd6721,The Home Depot,The Home Depot,10825 US Highway 441,Leesburg,FL,34788,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2034.0,1329.0
222-222@8ts-zbh-ch5,sg:df95081ff8924019acc4d72560128d14,The Home Depot,The Home Depot,1740 S Country Club Dr,Mesa,AZ,85210,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2442.0,1499.0
zzw-222@8gg-hx3-7t9,sg:5c59a305a9254925add9f0304cafc918,The Home Depot,The Home Depot,5200 Fernandina Rd,Columbia,SC,29212,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2799.0,1817.0
zzw-222@5r3-v6k-cyv,sg:71769db710c74c4caa72698b03582853,The Home Depot,The Home Depot,3705 Kell Blvd,Wichita Falls,TX,76308,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3693.0,2231.0
222-222@5q9-b6h-zpv,sg:d14b0010ab4b4ad69f9612042cc66158,The Home Depot,The Home Depot,1200 Mayberry Dr,Highlands Ranch,CO,80129,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2091.0,1235.0
222-222@63v-7hj-vvf,sg:d4b8db392f684e24a6654518619dbf72,The Home Depot,The Home Depot,1155 High St,Wadsworth,OH,44281,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2421.0,1390.0
zzw-222@8gm-v6r-tsq,sg:ec2debd553e04c53911f9e6b2d63d91c,Lowe's,Lowe's,4901 McClellan Blvd,Anniston,AL,36206,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3842.0,2009.0
zzw-222@63j-8z4-btv,sg:9922772212364fc3b94e719b817d0b67,Lowe's,Lowe's,9380 S Mason Montgomery Rd,Mason,OH,45040,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2901.0,1874.0
222-222@8g6-ys3-ht9,sg:9f9a2c0ea39c46b2a09c715058a5c3bd,Lowe's,Lowe's,2035 Beaver Ruin Rd,Norcross,GA,30071,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2072.0,1348.0
zzw-222@5z9-789-ks5,sg:2482ca2c37fb49048a66379cce149ed4,Lowe's,Lowe's,4000 Highway 95 N,Lake Havasu City,AZ,86404,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1631.0,821.0
zzw-222@8f6-8jk-5j9,sg:687adf66724c4a86a91cd4a4d94f39c2,Lowe's,Lowe's,2301 Woodmont Dr,Columbus,MS,39705,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3987.0,2304.0
222-222@5z4-zj8-snq,sg:7a9774f99507436386c44f76933d04c3,The Home Depot,The Home Depot,22855 Victory Blvd,West Hills,CA,91307,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1016.0,721.0
222-222@63q-s8p-w6k,sg:7d73ee3b1a674e208a23030481671b03,The Home Depot,The Home Depot,4139 Transit Rd,Harris Hill,NY,14221,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2115.0,1317.0
222-222@63s-323-3kf,sg:9ac95e81b12443058eedea60deab8e12,Lowe's,Lowe's,9490 W Broad St,Richmond,VA,23294,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2273.0,1359.0
zzw-223@5px-wvt-fcq,sg:09ba748d05e3488f9a7d56f989251380,Lowe's,Lowe's,150 American Ave,Bowling Green,KY,42104,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3379.0,2045.0
222-222@63f-wtp-92k,sg:397fb6dd620c4ba6aebebd1ce7e5f31d,The Home Depot,The Home Depot,4176 Franklin Rd SW,Roanoke,VA,24014,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1694.0,1042.0
zzw-222@5pv-bdr-rx5,sg:764014c36eda4453a2993ecd0445570f,The Home Depot,The Home Depot,3902 N High School Rd,Indianapolis,IN,46254,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1891.0,1237.0
zzw-222@8gp-4ks-yqf,sg:c1da2f7362dc47ea9156d03bd7255dfa,The Home Depot,The Home Depot,463785 State Road 200,Yulee,FL,32097,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2225.0,1407.0
222-222@5z4-kgm-fzz,sg:5644f7e7f96c44bb92aa4164b99263ae,Lowe's,Lowe's,12400 Day St,Moreno Valley,CA,92553,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2739.0,1750.0
222-222@5vg-9hb-q75,sg:86b4dce4a2414258b95c18f6c7493e56,Lowe's,Lowe's,1935 Arnold Industrial Way,Concord,CA,94520,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2154.0,1314.0
222-222@63f-h7s-t5f,sg:d4ebcc1f99e6455c8d575aad539dd6e5,Lowe's,Lowe's,166 Dabney Rd,Henderson,NC,27537,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2992.0,1621.0
222-222@8g9-x9c-k9f,sg:d5cb68c741b54ec09ca110762bb2a73f,Lowe's,Lowe's,2444 Jacksboro Pike,La Follette,TN,37766,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2263.0,1200.0
223-222@62j-rjt-d5f,sg:ecbe7d04a0cb450ca111195ab964d344,The Home Depot,The Home Depot,72 Pleasant Valley St,Methuen Town,MA,01844,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1701.0,958.0
zzw-222@8g7-4qp-dgk,sg:f1965698ddd74d7d97f1d7e27fe416ed,The Home Depot,The Home Depot,3885 Jonesboro Rd SE,Atlanta,GA,30354,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1826.0,1155.0
222-222@63k-4nf-wkz,sg:7607ee1cf2c5414ca01db28eeedfc9df,Lowe's,Lowe's,1929 N Coliseum Blvd,Fort Wayne,IN,46805,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2129.0,1251.0
zzw-222@63s-8yr-zmk,sg:9c3de79cd13044559f027708d8cec4da,The Home Depot,The Home Depot,138 Sunset Blvd,New Castle,DE,19720,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1739.0,1103.0
222-222@5x4-8df-zmk,sg:9c90baa795b442e9a03296c3872133d6,Lowe's,Lowe's,24050 Pacific Hwy S,Kent,WA,98032,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1856.0,1042.0
zzw-222@8ts-zcb-wp9,sg:e61f8c03327f493282702596f4bf97ac,The Home Depot,The Home Depot,425 S Val Vista Dr,Mesa,AZ,85204,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2845.0,1564.0
222-222@5pr-34f-z9f,sg:322fe4a4d0fc453480677a3916720c71,Lowe's,Lowe's,19000 E Valley View Pkwy,Independence,MO,64055,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2905.0,1977.0
222-222@8ts-zcd-tgk,sg:4cd3184bd14849f797b8becd920bc13e,Lowe's,Lowe's,1440 S Higley Rd,Mesa,AZ,85206,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2193.0,1381.0
222-222@63q-b2q-rp9,sg:519c8f26594e435087986f6ebb38e12a,The Home Depot,The Home Depot,41 Spring St,Wilkes-Barre,PA,18702,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2418.0,1555.0
222-222@5pm-st2-9pv,sg:c76a2f3fa42e47aca6f253a7d0a9b84d,The Home Depot,The Home Depot,110 Holly Grove Rd,Covington,TN,38019,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1892.0,1046.0
zzw-222@8gh-x7x-9fz,sg:c7dc37147faf4009980f41afdfdb61e5,Lowe's,Lowe's,4801 Montgomery Hwy,Dothan,AL,36303,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3636.0,2359.0
222-222@5q9-b7q-k2k,sg:efed2459830848c696c444496475b877,The Home Depot,The Home Depot,3130 S Sheridan Blvd,Denver,CO,80227,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1059.0,663.0
222-222@8fc-f57-v75,sg:0490cf61e897424aa4c2bf9b13177914,The Home Depot,The Home Depot,10419 S Highway 6,Sugar Land,TX,77498,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1639.0,942.0
222-222@5px-kht-nyv,sg:552e2bc3d76f472895e82f9d46e8aaed,Lowe's,Lowe's,3790 E John Rowan Blvd,Bardstown,KY,40004,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2058.0,1256.0
zzw-222@5qv-wzq-26k,sg:a2bba7fa79e544199aec2c4722df9c69,Lowe's,Lowe's,1051 N Stemmons Fwy,Lewisville,TX,75067,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2592.0,1726.0
zzy-222@627-w9t-gtv,sg:4a5bfca925be41618dcd011ed207b379,The Home Depot,The Home Depot,399 443 Springfield Ave,Newark,NJ,07103,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2334.0,1314.0
222-222@63s-d42-q2k,sg:cd4ec8c7dffe455faa4d1469d563103a,Lowe's,Lowe's,1136 Town Square Rd,Pottstown,PA,19465,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2299.0,1385.0
222-222@8fc-8pq-mzf,sg:14efac791d8f413393a310bb1ae8fbf9,The Home Depot,The Home Depot,18251 Gulf Fwy,Webster,TX,77598,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3736.0,2418.0
222-222@8g7-337-hwk,sg:55e6254c576648018f024af8568a0650,The Home Depot,The Home Depot,1435 Georgia Highway 16 W,Griffin,GA,30223,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3329.0,1973.0
222-222@63q-ryc-kpv,sg:9b48e99f3c694f6c93274315e8307587,Lowe's,Lowe's,3195 Southwestern Blvd,Orchard Park,NY,14127,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2062.0,1293.0
zzw-222@63j-p7p-qxq,sg:aa70226aded2443e81ee212bd86643c3,Lowe's,Lowe's,1952 N State Route 53,Fremont,OH,43420,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2011.0,1236.0
zzw-222@628-pgc-vxq,sg:adacbb6adf8d4eb3b1f78a1309c411d8,Lowe's,Lowe's,1500 N 50th St,Philadelphia,PA,19131,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,313.0,110.0
222-222@63h-j2c-xqz,sg:f58d56ec09814980a9a4472e75a8bc04,The Home Depot,The Home Depot,5200 Salem Ave,Trotwood,OH,45426,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1788.0,994.0
222-222@5qc-wg8-xdv,sg:d831aab9594a4daab5df6f226f27b2c2,The Home Depot,The Home Depot,222 E 2400 N,Tooele,UT,84074,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,3117.0,1495.0
222-222@5pn-kv9-hqz,sg:f8be8f99ced8471299206fea106098b2,Lowe's,Lowe's,1734 N Main St,Shelbyville,TN,37160,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2884.0,1439.0
zzw-222@8sx-3qx-py9,sg:051ee6dbf05a42c4bc9f5b418539f73e,Lowe's,Lowe's,200 Highway 332 E,Lake Jackson,TX,77566,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4640.0,2549.0
222-222@63s-8fv-2c5,sg:66f1117b8f25424db3ce96232924b68c,The Home Depot,The Home Depot,350 Auto Park Dr,Middletown,DE,19709,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1748.0,1063.0
zzy-222@9dz-zw7-cqz,sg:79aca821b4f74e62826a5aa4436cd574,The Home Depot,The Home Depot,295 Chalan Pasaheru Route 10a,Harmon Industrial Park,GU,96913,2020-07-01T00:00:00+10:00,2020-08-01T00:00:00+10:00,2255.0,1168.0
222-222@8g6-x9g-8sq,sg:7699ff46f42b44a08c435ae021c31e62,Lowe's,Lowe's,5375 Fairington Rd,Stonecrest,GA,30038,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2052.0,1263.0
222-222@5xq-cx2-gx5,sg:ceae4aab112b496abdff3182b9b09c8d,The Home Depot,The Home Depot,1701 E Ocean Ave,Lompoc,CA,93436,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,534.0,362.0
223-222@627-xgg-tvz,sg:3159e7b66dda453fa1d9c40cc2e8c198,The Home Depot,The Home Depot,656 Reservoir Ave,Bridgeport,CT,06606,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1635.0,966.0
222-222@5r8-228-nnq,sg:88ff1c36f0cc42079d12c57ca96a5b11,Lowe's,Lowe's,1490 Clemon Dr,Neosho,MO,64850,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2153.0,1199.0
222-222@5v6-kgb-fj9,sg:64650fc429474996a70cdb4c1666caae,The Home Depot,The Home Depot,2650 Main St,Red Bluff,CA,96080,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2010.0,999.0
zzw-222@5yv-hv4-59f,sg:6eeff93a22b243f2b3de32c1d4025cab,Lowe's,Lowe's,6050 W Craig Rd,Las Vegas,NV,89130,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2628.0,1554.0
zzw-222@8gf-dqf-85f,sg:b9af2245c2e14bc6b6a9f406e557cdb7,The Home Depot,The Home Depot,10210 Centrum Pkwy,Pineville,NC,28134,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1754.0,1223.0
222-222@5pv-b8m-bzf,sg:01113543f88e46d68eea782005294f7f,Lowe's,Lowe's,4444 S Emerson Ave,Beech Grove,IN,46203,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3345.0,2009.0
zzw-222@5pq-949-v2k,sg:9fd97d49002c48e4a7030a225b7374d9,Lowe's,Lowe's,1707 W Norton Rd,Springfield,MO,65803,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3513.0,2150.0
222-222@8ts-d5m-qcq,sg:06547ce5a6594ebda201b5ccb1e48ed4,Lowe's,Lowe's,13191 W McDowell Rd,Goodyear,AZ,85395,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2918.0,1950.0
zzw-222@5r7-fqs-9vf,sg:670256bda18c4eb98f93c609e543c52f,Lowe's,Lowe's,11114 S Memorial Dr,Bixby,OK,74008,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3891.0,2276.0
zzw-222@63f-xqg-yy9,sg:4fb8111574584cb8a5ce5c51c710a336,Lowe's,Lowe's,800 Old Franklin Tpke,Rocky Mount,VA,24151,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2173.0,1134.0
zzw-222@63r-6yx-bhq,sg:3b7b60c284bb40df96d80dc993a86326,Lowe's,Lowe's,40 Market St,Gaithersburg,MD,20878,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2522.0,1677.0
222-222@5pk-8gq-t9z,sg:9333643d26084e40bfffe386d57f4014,Lowe's,Lowe's,3101 Wabash Ave,Springfield,IL,62704,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2910.0,1756.0
222-222@5pn-pxp-mkz,sg:79cb334794d1463597e616252529a9a0,Lowe's,Lowe's,3460 Dickerson Pike,Nashville,TN,37207,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1196.0,723.0
222-222@8gg-jd5-sqz,sg:a7c54e1b78e9470f8b9a785474aa606a,Lowe's,Lowe's,5570 Platt Springs Rd,Red Bank,SC,29073,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,5135.0,2694.0
zzw-222@5vg-4p6-5xq,sg:21cf08c3a0644d5cb42b2f86e96b4a39,The Home Depot,The Home Depot,100 Bicentennial Way,Santa Rosa,CA,95403,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2001.0,1058.0
222-222@5vh-s9y-vxq,sg:633fd418f7104beda6d16677a3250640,Lowe's,Lowe's,3645 E Hammer Ln,Stockton,CA,95212,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1723.0,1061.0
222-222@5pn-jsr-3t9,sg:932afd7b60ad4edb932430d966a95598,Lowe's,Lowe's,3060 Mallory Ln,Franklin,TN,37067,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3470.0,2172.0
222-222@5v6-2xg-jn5,sg:d2fe6f18d96f481b8813d57db283961b,The Home Depot,The Home Depot,6451 S 6th St,Altamont,OR,97603,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1863.0,993.0
222-223@5x4-4dc-j5f,sg:ee10bdd905e24542a673329e6cb13932,Lowe's,Lowe's,12525 Aurora Ave N,Seattle,WA,98133,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1192.0,735.0
zzw-222@63t-yyj-vs5,sg:7101fd0e23f6422c968d6b1a3a69cf89,The Home Depot,The Home Depot,3300 Carpenter Rd,Ypsilanti,MI,48197,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1838.0,1203.0
222-222@8f5-2h9-f2k,sg:7b919b9427ea46b48095c707663e7fad,Lowe's,Lowe's,39184 Natchez Dr,Slidell,LA,70461,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2975.0,1703.0
222-222@5x3-3my-m8v,sg:a6e5ecf083744310a20db233469bb1de,The Home Depot,The Home Depot,1145 W Washington St,Sequim,WA,98382,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1573.0,753.0
222-222@8gn-zxc-swk,sg:ed6266fb39dd4771ab68cbeac1235e60,Lowe's,Lowe's,5155 Lenox Ave,Jacksonville,FL,32205,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2971.0,1732.0
zzw-222@5zb-xdc-z4v,sg:cb4ea060dd9e460eb2e71114c00ec020,The Home Depot,The Home Depot,4848 N 43rd Ave,Phoenix,AZ,85031,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2616.0,1588.0
222-222@646-qdc-j35,sg:56f052d97cd44d38b27776259dc26f24,Lowe's,Lowe's,425 Yopp Rd,Jacksonville,NC,28540,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2665.0,1505.0
222-222@8g7-42g-n89,sg:7a78ad9f50e940ee8195a4bb89da1d8c,Lowe's,Lowe's,3625 N Commerce Dr,East Point,GA,30344,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2475.0,1583.0
zzw-222@627-s28-qj9,sg:be5261534dd646248e6dd99c8b70fd2e,The Home Depot,The Home Depot,600 Hempstead Tpke,Elmont,NY,11003,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4403.0,2586.0
222-222@8dj-mdj-m49,sg:d25baee5e9ac4ee4a8c0d8b18ff7d0d4,The Home Depot,The Home Depot,30144 US Highway 19 N,Clearwater,FL,33761,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3692.0,2213.0
222-222@8ts-zb3-g8v,sg:67ccd393e9cd4f54ac21937c87e875e1,Lowe's,Lowe's,734 S Gilbert Rd,Gilbert,AZ,85296,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2133.0,1281.0
222-222@65y-s2d-jvz,sg:9856b38703324b6b833d9dd273497bab,The Home Depot,The Home Depot,979 Central Ave,Albany,NY,12205,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1193.0,662.0
zzw-222@627-ydn-2hq,sg:eef054a0c38c4d60a4ec92505bc4b7eb,Lowe's,Lowe's,825 Montauk Hwy,East Patchogue,NY,11772,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2317.0,1370.0
zzw-222@5yv-j8k-7nq,sg:207d003f16b942448915534a6f89a2ba,The Home Depot,The Home Depot,4750 S Decatur Blvd,Las Vegas,NV,89103,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2053.0,1277.0
zzw-222@63c-q2w-rtv,sg:911b50d3af954acbb8ca5b05bad2e4b7,Lowe's,Lowe's,842 Pike St,Marietta,OH,45750,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2192.0,1279.0
zzw-222@5s4-t4f-7yv,sg:d8a0f5674b9e49c896562cce35fe13fc,The Home Depot,The Home Depot,1700 Anderson Rd,Petoskey,MI,49770,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1533.0,930.0
zzw-222@8fz-rxz-4d9,sg:decb7da697bf46d38cabce1ac318c4c6,The Home Depot,The Home Depot,1550 Palm Beach Lakes Blvd,West Palm Beach,FL,33401,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2251.0,1298.0
222-222@63h-sbx-s5z,sg:5f5b220cf3894cdd87920b52fd4290ff,The Home Depot,The Home Depot,300 Depot Dr,Washington Court House,OH,43160,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1719.0,973.0
zzw-222@5z5-qcf-nt9,sg:dc3b1cca070f482cbffd18cd9891108d,The Home Depot,The Home Depot,5920 Fairmount Ave,San Diego,CA,92120,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2760.0,1651.0
zzw-222@646-4d8-6tv,sg:eae4602c6bef46f5b213acb04dbdefe1,The Home Depot,The Home Depot,620 Highway 17 N,North Myrtle Beach,SC,29582,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2512.0,1602.0
222-222@8g9-ghp-d7q,sg:54c3bfaa4045402aba871b512462ac83,Lowe's,Lowe's,638 E Broadway Blvd,Jefferson City,TN,37760,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2424.0,1432.0
zzw-222@63r-brf-hwk,sg:01f0456dd49149e8b681e8ed76da4613,Lowe's,Lowe's,1400 Taylor Ave,Parkville,MD,21234,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1500.0,972.0
227-222@5vh-b6q-z4v,sg:ad7169d06ea14459b22a87e6ea96a6e6,The Home Depot,The Home Depot,975 S De Anza Blvd,San Jose,CA,95129,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2381.0,1372.0
