placekey,safegraph_place_id,brands,location_name,street_address,city,region,postal_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts
zzw-222@8g6-tnj-p9z,sg:33c3a24a9b2742dda2538d8187bf4e26,The Home Depot,The Home Depot,4635 Presidential Pkwy,Macon,GA,31206,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2417.0,1524.0
222-222@8gh-x7p-rkz,sg:3422240e362a4b1f9ac3c5ed32a53ec1,Lowe's,Lowe's,2671 Ross Clark Cir,Dothan,AL,36301,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5428.0,3195.0
zzw-223@8dx-9cn-p9z,sg:9d3c0460ff6448d49bb9b06cd24ba599,Lowe's,Lowe's,3200 Monroe Hwy,Pineville,LA,71360,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,383.0,346.0
222-222@5pj-pdj-7bk,sg:acc7611f23dc486597ac8723cdc83e8c,Lowe's,Lowe's,1111 Bradley St,Festus,MO,63028,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3156.0,1697.0
zzw-222@5qc-zyr-z9f,sg:26c966ee8ca643bcab571266bf9edb9d,The Home Depot,The Home Depot,449 N Main St,Layton,UT,84041,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,3595.0,2053.0
zzy-222@8t2-f3d-wkz,sg:823f9a6350354d37b3145564ce2478f6,The Home Depot,The Home Depot,13309 I 35 North,Austin,TX,78753,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2677.0,1685.0
222-222@63s-kq3-7bk,sg:1567d1ec2b1a42208080ecf1f84b9122,Lowe's,Lowe's,1450 N DuPont Hwy,Dover,DE,19901,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2561.0,1497.0
222-222@8dy-m9t-n89,sg:6055376c728f45799fbd60910e39fb12,Lowe's,Lowe's,142 Julia John Dr,Crowley,LA,70526,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2454.0,1319.0
222-222@627-y25-p5f,sg:8f324668708547bdb51a0a3186697c02,The Home Depot,The Home Depot,3350 Hempstead Tpke,Levittown,NY,11756,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4560.0,2735.0
225-222@5z5-q59-9cq,sg:23a3e983ba3b46d89dd34eae4ecdba33,The Home Depot,The Home Depot,3555 Sports Arena Blvd,San Diego,CA,92110,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2487.0,1484.0
222-222@63j-dqj-2ff,sg:3aa56133056142fe886be8242040cb70,Lowe's,Lowe's,3125 Towne Blvd,Middletown,OH,45044,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3593.0,2207.0
222-223@5x4-4t5-j35,sg:414cab65265e489c877fb2932b2a7d29,Lowe's,Lowe's,1000 Garden Ave N,Renton,WA,98057,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,646.0,476.0
223-223@5vh-b94-52k,sg:b90787340fc7484584b165eb54a74d85,The Home Depot,The Home Depot,1781 E Bayshore Rd,East Palo Alto,CA,94303,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1518.0,924.0
222-222@8g9-xdr-qvf,sg:c55599fbbb704caa93dcdfec9329c1f2,The Home Depot,The Home Depot,175 Laboratory Rd,Oak Ridge,TN,37830,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3202.0,1783.0
222-222@5z4-r3s-f9f,sg:7ef7260bcf1d4f2688787ecb608031dd,The Home Depot,The Home Depot,25100 Madison Ave,Murrieta,CA,92562,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,4041.0,2502.0
222-222@5pq-pdj-3qz,sg:a0b7be4617ba48d9ab1cbe739852033b,Lowe's,Lowe's,1800 E Outer Rd,Moberly,MO,65270,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1675.0,823.0
222-223@627-s5p-y35,sg:39b89b234cdd45fa85190156289c0847,The Home Depot,The Home Depot,7605 Tonnelle Ave,North Bergen,NJ,07047,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2490.0,1474.0
zzw-222@8sw-3cr-87q,sg:53700b383b4a42d4aefa5e062da10dd3,The Home Depot,The Home Depot,2454 Veterans Blvd,Del Rio,TX,78840,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1819.0,870.0
222-222@5pb-vtn-bzf,sg:b5ca19889eb44eb0844dce0a25f8e92d,The Home Depot,The Home Depot,3050 41st St NW,Rochester,MN,55901,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1754.0,1161.0
zzy-222@63v-zgx-hnq,sg:d69067fffbd04553ac28459e9761feb0,The Home Depot,The Home Depot,4195 24th Avenue Light House Point,Fort Gratiot,MI,48059,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2104.0,1264.0
zzw-222@8th-b95-qmk,sg:f141e00e3dd14184a9eae170da898be8,Lowe's,Lowe's,5800 S White Mountain Rd,Show Low,AZ,85901,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1613.0,922.0
222-222@63f-v8k-w6k,sg:9d968036f4734cfb8626020a7f6160be,Lowe's,Lowe's,8417 Carrollton Pike,Galax,VA,24333,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1852.0,975.0
zzy-222@5sc-fgy-8d9,sg:aa391c3a46874326b8aa805e4ecdab80,The Home Depot,The Home Depot,N94 W 18375 Thunder Rdg,Menomonee Falls,WI,53051,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1590.0,1036.0
222-222@8fz-t5s-zcq,sg:12761d7ed3de4e459f83662533490dd4,Lowe's,Lowe's,3620 SE Federal Hwy,Stuart,FL,34997,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2329.0,1368.0
222-222@5qc-mnb-2p9,sg:79e25c84a10d4dc1aaac4e0f118e10cd,Lowe's,Lowe's,2105 W Highway 40,Vernal,UT,84078,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1619.0,682.0
zzw-223@62j-rmw-s3q,sg:cb6ecbdd8771441f890d55396e0c11ec,Lowe's,Lowe's,124 State Route 101A Ste 15,Amherst,NH,03031,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1159.0,743.0
222-222@5z5-2vv-grk,sg:f0d4463b098b499e8329a922da51df52,The Home Depot,The Home Depot,575 Cochran St,Simi Valley,CA,93065,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3615.0,1924.0
222-222@63m-ncz-bx5,sg:f99b3c0fe08943b49bc48e98e2469980,Lowe's,Lowe's,201 Woodland Dr SW,Wise,VA,24293,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2086.0,1158.0
222-222@8dk-ng2-qpv,sg:9dfc0fb5930a4ef5ad38cbd38408cbce,The Home Depot,The Home Depot,2350 Cortez Rd W,South Bradenton,FL,34207,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3173.0,1950.0
zzw-222@63t-q4w-qzz,sg:7654c3a0198742938b303a7b2d8386b4,The Home Depot,The Home Depot,287 Meadowlands Dr,Chardon,OH,44024,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1892.0,1119.0
222-222@5x4-4s5-ct9,sg:a728c755fd3a4182a4b2dff027c92716,Lowe's,Lowe's,101 Andover Park E,Tukwila,WA,98188,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1766.0,1195.0
zzw-222@662-9zh-35z,sg:4ba4b09fdbe74976a1a235ec2e45cc01,Lowe's,Lowe's,61 Country Ln,Potsdam,NY,13676,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,842.0,492.0
222-222@8gf-r7s-zmk,sg:543bf0ffed374acc95fa16433d499fdb,The Home Depot,The Home Depot,795 Fairview Rd,Asheville,NC,28803,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2184.0,1303.0
zzw-222@8gn-zx8-tn5,sg:5fad88544df94682bd4b19ba9b7a0302,The Home Depot,The Home Depot,855 Lane Ave S,Jacksonville,FL,32205,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3985.0,2346.0
zzw-222@8f2-wy8-w8v,sg:c9166bf1dc724677a8fbf184b77b8e03,The Home Depot,The Home Depot,3750 Millhaven Rd,Monroe,LA,71203,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4614.0,2824.0
222-222@8sz-tmw-gx5,sg:57b379337d364466bea69caa6e380e17,Lowe's,Lowe's,17280 Interstate 35 N,Schertz,TX,78154,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4706.0,2710.0
zzw-222@5pk-nby-9vf,sg:c5b23bce8ec844babc6ee322cb223793,The Home Depot,The Home Depot,3202 S Kingshighway Blvd,Saint Louis,MO,63139,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2128.0,1096.0
222-222@5z7-zby-bkz,sg:df797b6f63554a139f923c0e4031fd4b,The Home Depot,The Home Depot,4700 Gosford Rd,Bakersfield,CA,93313,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2943.0,1735.0
zzw-222@5z4-rns-skf,sg:1a0480fe266e4a7ca42d291f404ba2e6,Lowe's,Lowe's,13251 Peyton Dr,Chino Hills,CA,91709,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1363.0,932.0
zzw-224@5sb-8fm-zvf,sg:0152422fa53149089b1cc9179ce84b02,The Home Depot,The Home Depot,8650 W Dempster St,Niles,IL,60714,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2922.0,1879.0
zzw-222@8fw-64r-t5f,sg:dd1af718c0c348ba96e8eab9f2723913,The Home Depot,The Home Depot,33001 S Dixie Hwy,Florida City,FL,33034,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3738.0,2189.0
zzw-222@62m-hwx-zzz,sg:149dc80051ae4876b79051b2ac99470d,Lowe's,Lowe's,32 Mountain Valley Blvd,North Conway,NH,03818,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1082.0,674.0
222-222@665-9b6-5fz,sg:56b76910cbb043dc9c9b0c0d53bd1444,Lowe's,Lowe's,1605 Macedon Pkwy,Macedon,NY,14502,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2081.0,1135.0
zzw-222@5pb-v9n-vs5,sg:7957dfc276f145e4aee760dea5239101,Lowe's,Lowe's,4550 Maine Ave SE,Rochester,MN,55904,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1190.0,842.0
222-222@62k-p8v-2rk,sg:7f7e3b8544ac40479c0585d141c77ffb,Lowe's,Lowe's,729 Bridge St,Weymouth Town,MA,02191,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,988.0,661.0
222-222@8gf-f36-w49,sg:acf5ba3b066245c6bfbb87acb41a041e,Lowe's,Lowe's,1010 Liberty St E,York,SC,29745,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2984.0,1528.0
222-222@8dj-jrg-ks5,sg:d35381c4711d41d5a898fe218e739d2e,The Home Depot,The Home Depot,2495 Gulf To Bay Blvd,Clearwater,FL,33765,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3118.0,1792.0
223-222@5qs-w32-jjv,sg:33ebf4c236014c1ab429b41161f080a3,The Home Depot,The Home Depot,850 Ed Noble Pkwy,Norman,OK,73072,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3469.0,2229.0
222-222@5q2-bhb-5xq,sg:3fa6188546ec407bae38c2db26dae2ee,The Home Depot,The Home Depot,5432 Broadway St,Quincy,IL,62305,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2464.0,1298.0
222-222@5r4-2sg-kfz,sg:efc1ebf2d3844d7fb505ceeaf3bb8620,The Home Depot,The Home Depot,2615 50th St,Lubbock,TX,79413,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4047.0,2323.0
222-222@8sy-x9y-jd9,sg:4dec7b246a034d398a0bf8de5a281492,Lowe's,Lowe's,12611 Shops Pkwy Ste 100,Bee Cave,TX,78738,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2339.0,1425.0
222-222@8ts-ckg-hdv,sg:647d487a1eda4dbd8a949c4624a08fed,The Home Depot,The Home Depot,1546 E Florence Blvd,Casa Grande,AZ,85122,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2019.0,1130.0
zzw-222@5q8-6z4-85f,sg:ca20397b931747498fa2970402ce7f07,The Home Depot,The Home Depot,141 Mackenzie Ave,Canon City,CO,81212,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1485.0,786.0
zzw-222@65y-ry5-jy9,sg:2ba9bc3c6f48421e928c24d6586eb4ad,Lowe's,Lowe's,1482 Central Ave,Colonie,NY,12205,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1178.0,858.0
222-222@8sv-4tf-wc5,sg:3f7ea80250b84296a451f79f1b09c4f1,Lowe's,Lowe's,3315 N Loop 250 W,Midland,TX,79707,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5053.0,2818.0
zzw-222@8g7-448-7h5,sg:46fef1c41ba6410fb2b090f61c2ef2dd,The Home Depot,The Home Depot,1000 Thornton Rd,Lithia Springs,GA,30122,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2286.0,1503.0
222-222@8dj-mp4-y35,sg:824c8d4c75a8408a960b24a81014830d,The Home Depot,The Home Depot,9941 E Adamo Dr,Tampa,FL,33619,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2936.0,1936.0
222-222@5qc-xjq-nnq,sg:987f5147cd8246d3b8444b8d304fd21a,The Home Depot,The Home Depot,135 E 11400 S,Sandy,UT,84070,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,3005.0,1735.0
zzw-222@8f6-q7w-3qz,sg:4e55cfe1edc049e4beb95114c4866500,Lowe's,Lowe's,1135 Highway 6 E,Batesville,MS,38606,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3333.0,1986.0
zzw-222@629-3bm-c89,sg:a46c1f2551e3417b80e4796923a874fc,The Home Depot,The Home Depot,909 Washington St,Middletown,CT,06457,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1285.0,787.0
222-223@5pk-ng4-rkz,sg:22eda43c529a4d79b1a3faee439ce436,The Home Depot,The Home Depot,390 Thf Blvd,Chesterfield,MO,63005,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1977.0,1347.0
222-222@63j-8m7-pgk,sg:38cf9647a0f74a548cf89c1c33889007,The Home Depot,The Home Depot,520 Ohio Pike,Cincinnati,OH,45255,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3722.0,2230.0
222-222@65z-7d9-v9f,sg:5c1340f717484f36a284e73b202dead9,The Home Depot,The Home Depot,391 College Hts,Watertown,NY,13601,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1406.0,854.0
zzw-222@645-xv9-wc5,sg:a4d179eaeaa24975bb0f0534a9f17d7f,Lowe's,Lowe's,5060 Fayetteville Rd,Lumberton,NC,28358,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2143.0,1240.0
zzw-222@8gg-353-n5z,sg:614233e82371425ebdbe82b7d0d1d765,Lowe's,Lowe's,8670 Concord Mills Blvd,Concord,NC,28027,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3858.0,2330.0
222-222@63v-442-kcq,sg:746424d2c1c74aa8a80fdfc35b49b4e6,Lowe's,Lowe's,434 W 12 Mile Rd,Madison Heights,MI,48071,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1844.0,1328.0
222-222@5x4-865-qj9,sg:a9b8f79102ab4d5d9604f98c9ee8ac4a,The Home Depot,The Home Depot,1715 S 352nd St,Federal Way,WA,98003,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3383.0,1887.0
zzw-222@5s7-2mc-ckf,sg:3a0870012e464a89afe372eb2796f1ac,The Home Depot,The Home Depot,1500 Summit St,Lapeer,MI,48446,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3404.0,1930.0
zzw-223@8gg-vp7-hdv,sg:70422b61b6f3408cb31963bb39bf438b,Lowe's,Lowe's,3515 Clemson Blvd,Anderson,SC,29621,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4077.0,2437.0
222-222@5z5-t67-z9f,sg:bb7b912bd67044fe8cee2a44dcafb9d0,The Home Depot,The Home Depot,550 W San Marcos Blvd,San Marcos,CA,92069,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2619.0,1517.0
223-222@5r6-t8k-9pv,sg:4dd233c6d2e349b687650789fb7d0b56,Lowe's,Lowe's,10156 E 71st St,Tulsa,OK,74133,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3095.0,2158.0
222-222@62k-p4t-c3q,sg:82a55f65cd804fa68088356af3e5f989,The Home Depot,The Home Depot,1100 Newport Ave,Attleboro,MA,02703,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2178.0,1242.0
222-222@5q2-x9s-m49,sg:c9ed3ff266be40d49fdba435f7a8fcd5,The Home Depot,The Home Depot,920 Middle Rd,Bettendorf,IA,52722,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2170.0,1324.0
222-222@8fc-f4q-b8v,sg:5f88c7c0f60f47aeb33150b6ccfed884,The Home Depot,The Home Depot,15505 Southwest Fwy,Sugar Land,TX,77478,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3140.0,2071.0
222-222@65z-67s-87q,sg:d8301adcf9e8436b9471c1a8a19a5f7d,Lowe's,Lowe's,445 State Route 104,Oswego,NY,13126,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1363.0,829.0
222-222@8fc-t45-bkz,sg:2fff32828c344ba8820af705651ffb4b,The Home Depot,The Home Depot,603 Strickland Dr,Orange,TX,77630,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3595.0,1968.0
222-222@628-bvk-975,sg:3c667f79cdbb4988896cd61394906220,Lowe's,Lowe's,1235 Martin Ct,Bethlehem,PA,18018,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2173.0,1275.0
zzw-222@63s-23y-qvf,sg:7fc56d94ad6641abb754f736c02c52ac,The Home Depot,The Home Depot,5771 Plank Rd,Fredericksburg,VA,22407,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2198.0,1286.0
222-222@8gg-r84-4y9,sg:8bd4a0cb7d034ab2a69b3e7e05b40efe,Lowe's,Lowe's,6068 Calhoun Memorial Hwy,Easley,SC,29640,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4414.0,2426.0
222-223@5pr-6dq-hwk,sg:1fc270d8f5b344789f410418d0964bca,The Home Depot,The Home Depot,9600 Metcalf Ave,Overland Park,KS,66212,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2569.0,1449.0
222-222@8gp-4vc-jy9,sg:712bc177e2b14418a9ad5a92e77c2a4a,Lowe's,Lowe's,474283 E State Road 200,Fernandina Beach,FL,32034,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2519.0,1379.0
222-222@8fw-26k-dsq,sg:a0e00c0eb84e4de3b6d4bbb14f4f65e2,The Home Depot,The Home Depot,950 SE 12th St,Hialeah,FL,33010,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3654.0,2103.0
222-222@627-v82-wx5,sg:b082fba66f0f4aca8bc58d8a4f8e42f7,The Home Depot,The Home Depot,780 US Highway 46,Parsippany,NJ,07054,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1583.0,992.0
222-222@63r-b5g-8y9,sg:9ffc519aa0a1472c9362bc99ccdb119a,Lowe's,Lowe's,5900 Baltimore National Pike,Woodlawn,MD,21228,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2540.0,1721.0
222-222@8gg-3bw-vmk,sg:bdcc5550f088411aa00f3ead85a0055f,The Home Depot,The Home Depot,3313 Cloverleaf Pkwy,Kannapolis,NC,28083,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2924.0,1926.0
zzw-222@8gc-7p8-hyv,sg:a4ce088273504678bb223425b0c626cd,Lowe's,Lowe's,3125 Glenn McConnell Pkwy,Charleston,SC,29414,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2778.0,1665.0
zzw-222@63p-tgr-rx5,sg:bf5301b4b3f04efb8ad5d0811f00d6f5,Lowe's,Lowe's,630 Solomon Run Rd,Johnstown,PA,15904,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2116.0,1264.0
222-222@5s5-y2t-3h5,sg:caf2e34d61cd4fa192536e6d0764aa93,The Home Depot,The Home Depot,1400 N Wisner St,Jackson,MI,49202,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1975.0,1263.0
222-222@5vg-977-75z,sg:079714f7c0784a69a192c8cec5e6761f,The Home Depot,The Home Depot,111 Shoreline Pkwy,San Rafael,CA,94901,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2090.0,1079.0
222-222@5x2-t7s-x3q,sg:7d85ce3e756744f88ad14247e9ec7f82,The Home Depot,The Home Depot,2601 Bickford Ave,Snohomish,WA,98290,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2544.0,1457.0
zzw-222@8dg-gx8-c3q,sg:e45a1fd788bf4f59822ca41adada5d3c,Lowe's,Lowe's,6415 Naples Blvd,Naples,FL,34109,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2926.0,1754.0
zzw-222@63r-7rq-ghq,sg:3b9235941aca48b8906f6f8d698a364d,The Home Depot,The Home Depot,150 Hampton Park Blvd,Capitol Heights,MD,20743,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2118.0,1288.0
zzw-222@5pm-wrg-hqz,sg:68627899cf1b4b13a4c6f822f461cf42,Lowe's,Lowe's,2071 S Highland Ave,Jackson,TN,38301,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2382.0,1271.0
223-222@5zb-wx5-pjv,sg:6cf625cdf6e047da86bdbb31dce78b7e,The Home Depot,The Home Depot,2217 E Bell Rd,Phoenix,AZ,85022,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1959.0,1141.0
222-222@628-tjw-vs5,sg:846ffaa169bc45739b28e3d90158cf49,Lowe's,Lowe's,1000 Marketplace Blvd,Hamilton,NJ,08691,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2390.0,1562.0
zzw-222@8fc-mpn-jsq,sg:87859bd77e9047508a92c0dccf53fdfa,The Home Depot,The Home Depot,1341 W Davis St,Conroe,TX,77304,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5148.0,3242.0
222-222@63j-324-wp9,sg:2d737a4a09c44c7e8fa8a85ba597ec43,Lowe's,Lowe's,8002 N Shadeland Ave,Indianapolis,IN,46250,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2538.0,1744.0
222-222@5zb-wwp-jd9,sg:b3f5cc36657c4e1d959d8a23ae44026a,The Home Depot,The Home Depot,6160 W Behrend Dr,Glendale,AZ,85308,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2745.0,1604.0
zzw-222@628-z6s-tvz,sg:dca4893729ed4ac49bdc9562fd9cd614,The Home Depot,The Home Depot,114 Federal Rd,Danbury,CT,06811,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2897.0,1662.0
zzw-222@5qv-vqb-dgk,sg:f16278fb47d647f1bc69355cd1007b55,Lowe's,Lowe's,111 E Fm 544,Murphy,TX,75094,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4065.0,2343.0
222-222@628-qy7-x3q,sg:5bf95a22487944afa271f6d34f91c7bb,Lowe's,Lowe's,100 Watson Dr,Turnersville,NJ,08012,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2588.0,1585.0
zzw-222@62j-sy2-sh5,sg:89ee4fd4c64148b0a63f45810efd9125,Lowe's,Lowe's,1500 Broadway,Saugus,MA,01906,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1783.0,1109.0
222-222@8dy-r9k-4y9,sg:ce4c1558a6fb4b6984aee1ad042890c3,Lowe's,Lowe's,4950 Promenade Blvd,Marrero,LA,70072,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2152.0,1365.0
224-222@62k-zrz-tjv,sg:e0ff3418cd634a758a68ca647478a46b,The Home Depot,The Home Depot,149 Mount Auburn Ave,Auburn,ME,04210,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1756.0,1032.0
222-222@62k-hyf-kzz,sg:fba453d14d7e45b4815cff8137e2df50,The Home Depot,The Home Depot,700 Centre of New England Blvd,Coventry,RI,02816,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1678.0,909.0
222-222@63j-2p2-c3q,sg:19495fa59d1c42f1adffd1c58cbe5b58,Lowe's,Lowe's,16800 Mercantile Blvd,Noblesville,IN,46060,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3794.0,2466.0
222-222@5s8-bjn-j9z,sg:45e046292ef049abbf53fc803c9cb153,The Home Depot,The Home Depot,18011 Zane St NW,Elk River,MN,55330,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2242.0,1434.0
222-222@5wf-dt7-249,sg:3e5e4fc606274bcaa3c5d1a108880d0e,Lowe's,Lowe's,1731 Tschache Ln,Bozeman,MT,59718,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1147.0,694.0
224-222@8gh-5c7-zfz,sg:deaa9b3d5a974d7f9bb400205d97881f,Lowe's,Lowe's,7441 Two Notch Rd,Dentsville,SC,29223,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1950.0,1208.0
zzw-222@5r6-qrp-yjv,sg:1136e0184b8942cdaae9f6b485705dfb,Lowe's,Lowe's,161 Meadow Creek Dr,Tahlequah,OK,74464,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2256.0,1280.0
222-222@5ps-3vy-s5z,sg:791ff6bdb0464b13bd3d2c60a4307ebb,Lowe's,Lowe's,8300 US Highway 64,Bartlett,TN,38133,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5025.0,3196.0
zzy-222@63v-6j2-bkz,sg:8c983d20baa94eec995d38c8a34a76ce,The Home Depot,The Home Depot,26241 Brookpark Road Great Northern Shopping,North Olmsted,OH,44070,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,543.0,402.0
zzw-222@5z5-387-vzz,sg:c06656052d9044d2ba3b0eb4d52c6750,The Home Depot,The Home Depot,1200 S Flower St,Glendale,CA,91502,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3447.0,1918.0
222-222@647-2mb-fj9,sg:e3f4217c7c9a4d0dab23be17a71b51e5,Lowe's,Lowe's,1929 Skibo Rd,Fayetteville,NC,28314,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2944.0,1918.0
222-222@63v-94m-xwk,sg:55632aa7a414494abc14a5610c4062c2,The Home Depot,The Home Depot,1060 Sugarbush Dr,Ashland,OH,44805,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1838.0,1124.0
